query_id,subject_id,percent_identity,alignment_length,mismatches,gap_openings,query_start,query_end,subject_start,subject_end,evalue,bit_score,query_length,subject_length,direction,coverage,normalized_bitscore
WP_009547577.1,BDA39209.1,28.4,176,96,3,638,813,583,728,2.24e-15,75.9,1000,772,crocosphaera -> ucyna,0.176,0.43125
WP_009547584.1,BDA39833.1,37.3,153,95,1,56,207,6,158,5.49e-33,112.0,211,162,crocosphaera -> ucyna,0.7251184834123223,0.7320261437908496
WP_279327082.1,BDA39384.1,34.8,89,47,1,611,688,138,226,6.5e-08,49.3,694,230,crocosphaera -> ucyna,0.1282420749279539,0.5539325842696629
WP_009547726.1,BDA40204.1,39.4,71,39,3,3,72,99,166,0.000968,34.7,214,353,crocosphaera -> ucyna,0.20113314447592068,0.4887323943661972
WP_009547724.1,BDA39189.1,23.9,117,84,3,8,122,143,256,0.000233,36.6,209,456,crocosphaera -> ucyna,0.2565789473684211,0.3128205128205128
WP_009547720.1,BDA39833.1,38.2,157,96,1,55,210,6,162,2.39e-34,115.0,210,162,crocosphaera -> ucyna,0.7476190476190476,0.732484076433121
WP_009547748.1,BDA40028.1,39.2,380,221,6,6,382,5,377,6.66e-83,254.0,386,400,crocosphaera -> ucyna,0.95,0.6684210526315789
WP_009547744.1,BDA39412.1,31.9,91,58,3,229,319,138,224,9.13e-06,43.5,574,574,crocosphaera -> ucyna,0.15853658536585366,0.47802197802197804
WP_009547886.1,BDA39284.1,34.2,38,25,0,45,82,6,43,0.000176,33.1,86,116,crocosphaera -> ucyna,0.3275862068965517,0.8710526315789474
WP_009547888.1,BDA39315.1,23.0,408,238,18,374,738,261,635,2.76e-11,63.2,1249,1010,crocosphaera -> ucyna,0.3266613290632506,0.15490196078431373
WP_009547968.1,BDA39690.1,54.2,72,32,1,130,200,61,132,1.87e-19,76.3,203,132,crocosphaera -> ucyna,0.35467980295566504,1.0597222222222222
BDA39162.1,WP_009545764.1,77.4,328,74,0,1,328,1,328,8.909999999999999e-191,526.0,340,342,ucyna -> crocosphaera,0.9590643274853801,1.603658536585366
BDA39163.1,WP_009545768.1,37.5,1208,749,3,19,1224,17,1220,1.9e-276,835.0,1985,1230,ucyna -> crocosphaera,0.6085642317380353,0.6912251655629139
BDA39164.1,WP_009547053.1,76.6,188,42,1,1,188,1,186,1.89e-102,290.0,188,186,ucyna -> crocosphaera,1.0,1.5425531914893618
BDA39165.1,WP_009547056.1,70.4,98,29,0,1,98,1,98,2.6299999999999997e-45,139.0,98,104,ucyna -> crocosphaera,0.9423076923076923,1.4183673469387754
BDA39166.1,WP_009545091.1,65.0,100,35,0,1,100,1,100,6.06e-47,143.0,112,100,ucyna -> crocosphaera,0.8928571428571429,1.43
BDA39167.1,WP_009546574.1,66.0,315,107,0,1,315,1,315,3.47e-152,427.0,319,322,ucyna -> crocosphaera,0.9782608695652174,1.3555555555555556
BDA39168.1,WP_009546575.1,67.9,81,26,0,3,83,4,84,1.06e-40,126.0,85,89,ucyna -> crocosphaera,0.9101123595505618,1.5555555555555556
BDA39169.1,WP_009546577.1,72.2,270,75,0,1,270,1,270,1.77e-153,427.0,271,291,ucyna -> crocosphaera,0.9278350515463918,1.5814814814814815
BDA39170.1,WP_009546578.1,72.6,135,37,0,20,154,1,135,6.799999999999999e-74,214.0,155,136,ucyna -> crocosphaera,0.8709677419354839,1.5851851851851853
BDA39171.1,WP_009544199.1,94.1,222,13,0,1,222,1,222,5.56e-160,438.0,222,222,ucyna -> crocosphaera,1.0,1.972972972972973
BDA39172.1,WP_008274614.1,86.9,160,21,0,1,160,1,160,5.49e-107,299.0,160,160,ucyna -> crocosphaera,1.0,1.86875
BDA39173.1,WP_009546870.1,61.0,503,196,0,1,503,1,503,3.33e-220,614.0,503,503,ucyna -> crocosphaera,1.0,1.220675944333996
BDA39174.1,WP_009546868.1,75.0,128,32,0,1,128,1,128,2.5000000000000002e-73,212.0,131,130,ucyna -> crocosphaera,0.9770992366412213,1.65625
BDA39175.1,WP_009544115.1,79.5,440,90,0,1,440,1,440,5.299999999999999e-242,666.0,470,466,ucyna -> crocosphaera,0.9361702127659575,1.5136363636363637
BDA39176.1,WP_024750252.1,50.8,236,98,2,1,220,1,234,6.14e-68,206.0,220,235,ucyna -> crocosphaera,1.004255319148936,0.8728813559322034
BDA39177.1,WP_009543099.1,77.6,232,52,0,1,232,1,232,2.7200000000000004e-129,362.0,233,233,ucyna -> crocosphaera,0.9957081545064378,1.5603448275862069
BDA39178.1,WP_009543100.1,69.1,149,44,2,1,148,1,148,7.68e-61,182.0,150,150,ucyna -> crocosphaera,0.9933333333333333,1.221476510067114
BDA39179.1,WP_024750153.1,76.6,316,74,0,1,316,1,316,5.16e-178,492.0,317,317,ucyna -> crocosphaera,0.9968454258675079,1.5569620253164558
BDA39180.1,WP_009543564.1,81.2,117,22,0,1,117,1,117,1.78e-62,183.0,117,117,ucyna -> crocosphaera,1.0,1.564102564102564
BDA39181.1,WP_009546588.1,59.3,135,55,0,1,135,1,135,2.47e-58,174.0,138,137,ucyna -> crocosphaera,0.9782608695652174,1.288888888888889
BDA39182.1,WP_009544323.1,51.0,104,51,0,1,104,1,104,5.7e-34,110.0,108,108,ucyna -> crocosphaera,0.9629629629629629,1.0576923076923077
BDA39183.1,WP_009545690.1,55.3,716,320,0,1,716,1,716,3.9100000000000003e-283,791.0,724,727,ucyna -> crocosphaera,0.984869325997249,1.1047486033519553
BDA39184.1,WP_009546811.1,64.0,595,201,4,4,598,5,586,7.42e-274,757.0,598,586,ucyna -> crocosphaera,0.9949832775919732,1.2722689075630251
BDA39185.1,WP_009545257.1,90.4,617,58,1,1,617,1,616,0.0,1077.0,618,617,ucyna -> crocosphaera,0.9983818770226537,1.7455429497568882
BDA39186.1,WP_009543128.1,79.2,96,20,0,1,96,1,96,6.94e-48,145.0,96,96,ucyna -> crocosphaera,1.0,1.5104166666666667
BDA39187.1,WP_009547497.1,69.0,580,180,0,1,580,1,580,4.61e-274,757.0,581,581,ucyna -> crocosphaera,0.9982788296041308,1.3051724137931036
BDA39188.1,WP_009547499.1,74.6,586,149,0,1,586,1,586,0.0,917.0,588,635,ucyna -> crocosphaera,0.9228346456692913,1.5648464163822526
BDA39189.1,WP_009545813.1,83.3,455,76,0,2,456,8,462,2.53e-240,661.0,456,462,ucyna -> crocosphaera,0.9848484848484849,1.4527472527472527
BDA39190.1,WP_009543726.1,76.5,362,85,0,1,362,1,362,2.83e-205,565.0,363,363,ucyna -> crocosphaera,0.9972451790633609,1.5607734806629834
BDA39191.1,WP_024750295.1,75.7,70,17,0,1,70,1,70,8.520000000000001e-35,110.0,70,70,ucyna -> crocosphaera,1.0,1.5714285714285714
BDA39192.1,WP_009546948.1,71.1,90,25,1,1,89,1,90,5.63e-40,124.0,90,91,ucyna -> crocosphaera,0.989010989010989,1.3777777777777778
BDA39193.1,WP_009544832.1,67.3,217,71,0,1,217,3,219,1.19e-107,306.0,220,219,ucyna -> crocosphaera,0.9863636363636363,1.4101382488479262
BDA39194.1,WP_009544705.1,77.7,413,90,2,1,413,1,411,3.07e-243,665.0,413,411,ucyna -> crocosphaera,1.0,1.6101694915254237
BDA39195.1,WP_009543093.1,46.9,256,136,0,1,256,1,256,4.1299999999999997e-81,242.0,261,265,ucyna -> crocosphaera,0.9660377358490566,0.9453125
BDA39196.1,WP_009543092.1,78.4,750,162,0,1,750,1,750,0.0,1192.0,750,750,ucyna -> crocosphaera,1.0,1.5893333333333333
BDA39197.1,WP_009544709.1,61.4,319,123,0,1,319,1,319,6.37e-141,398.0,319,323,ucyna -> crocosphaera,0.9876160990712074,1.2476489028213167
BDA39198.1,WP_009546582.1,70.5,339,76,2,1,320,1,334,9.49e-170,472.0,321,335,ucyna -> crocosphaera,1.0119402985074626,1.392330383480826
BDA39199.1,WP_009546585.1,73.9,314,82,0,32,345,27,340,5.98e-169,472.0,351,354,ucyna -> crocosphaera,0.8870056497175142,1.5031847133757963
BDA39200.1,WP_009546154.1,59.2,309,126,0,1,309,1,309,1.18e-138,392.0,311,311,ucyna -> crocosphaera,0.9935691318327974,1.2686084142394822
BDA39201.1,WP_009544557.1,66.3,187,63,0,11,197,1,187,7.11e-87,251.0,198,188,ucyna -> crocosphaera,0.9444444444444444,1.3422459893048129
BDA39202.1,WP_009544559.1,68.0,562,180,0,1,562,1,562,4.42e-286,786.0,562,562,ucyna -> crocosphaera,1.0,1.398576512455516
BDA39203.1,WP_009546974.1,62.8,296,108,1,1,296,4,297,1.6300000000000001e-133,378.0,301,300,ucyna -> crocosphaera,0.9833887043189369,1.277027027027027
BDA39204.1,WP_009546978.1,75.3,328,81,0,1,328,1,328,4.34e-184,508.0,328,335,ucyna -> crocosphaera,0.9791044776119403,1.548780487804878
BDA39205.1,WP_009546981.1,72.4,225,62,0,1,225,1,225,5.46e-119,336.0,231,242,ucyna -> crocosphaera,0.9297520661157025,1.4933333333333334
BDA39207.1,WP_008275034.1,79.2,96,20,0,1,96,1,96,1.0199999999999998e-54,162.0,97,97,ucyna -> crocosphaera,0.9896907216494846,1.6875
BDA39208.1,WP_012361838.1,67.0,273,90,0,1,273,1,273,1.57e-135,381.0,274,277,ucyna -> crocosphaera,0.9855595667870036,1.3956043956043955
BDA39209.1,WP_009543558.1,62.1,762,282,2,17,771,17,778,0.0,919.0,772,779,ucyna -> crocosphaera,0.9781771501925546,1.2060367454068242
BDA39210.1,WP_009543560.1,59.5,111,45,0,1,111,1,111,3.56e-44,137.0,111,115,ucyna -> crocosphaera,0.9652173913043478,1.2342342342342343
BDA39211.1,WP_009543561.1,57.6,309,130,1,1,309,1,308,4.64e-121,347.0,317,313,ucyna -> crocosphaera,0.9747634069400631,1.1229773462783172
BDA39212.1,WP_009543210.1,54.8,759,334,4,1,754,1,755,3.48e-279,784.0,759,761,ucyna -> crocosphaera,0.9973718791064389,1.0329380764163374
BDA39213.1,WP_009543209.1,68.5,1252,390,3,1,1249,1,1250,0.0,1771.0,1249,1251,ucyna -> crocosphaera,1.0007993605115908,1.4145367412140575
BDA39215.1,WP_009547281.1,26.7,131,53,3,29,116,55,185,4.08e-05,38.1,116,198,ucyna -> crocosphaera,0.6616161616161617,0.29083969465648857
BDA39216.1,WP_009544422.1,64.0,283,99,1,2,284,6,285,5.07e-130,368.0,287,285,ucyna -> crocosphaera,0.9860627177700348,1.3003533568904593
BDA39217.1,WP_009546536.1,68.4,316,100,0,1,316,1,316,1.22e-149,421.0,325,323,ucyna -> crocosphaera,0.9723076923076923,1.3322784810126582
BDA39218.1,WP_009546539.1,83.6,128,18,1,1,128,1,125,9.520000000000001e-70,202.0,129,127,ucyna -> crocosphaera,0.9922480620155039,1.578125
BDA39219.1,WP_009546541.1,56.9,137,59,0,31,167,3,139,5.3799999999999997e-48,151.0,174,173,ucyna -> crocosphaera,0.7873563218390804,1.102189781021898
BDA39220.1,WP_009546542.1,61.5,174,62,1,12,180,15,188,1.65e-71,212.0,180,199,ucyna -> crocosphaera,0.8743718592964824,1.2183908045977012
BDA39221.1,WP_009545950.1,65.4,456,158,0,7,462,30,485,7.869999999999999e-228,631.0,463,485,ucyna -> crocosphaera,0.9402061855670103,1.3837719298245614
BDA39222.1,WP_009544391.1,64.3,249,89,0,1,249,36,284,6.7099999999999995e-112,320.0,250,288,ucyna -> crocosphaera,0.8645833333333334,1.285140562248996
BDA39223.1,WP_009547159.1,78.5,274,59,0,6,279,2,275,1.52e-150,419.0,279,275,ucyna -> crocosphaera,0.982078853046595,1.5291970802919708
BDA39224.1,WP_009547160.1,78.7,291,62,0,1,291,1,291,4.72e-165,457.0,292,297,ucyna -> crocosphaera,0.9797979797979798,1.570446735395189
BDA39225.1,WP_009544951.1,79.6,363,72,1,1,361,1,363,1.97e-189,525.0,368,378,ucyna -> crocosphaera,0.9603174603174603,1.4462809917355373
BDA39226.1,WP_009544954.1,73.3,589,150,3,4,590,20,603,1.02e-302,831.0,591,604,ucyna -> crocosphaera,0.9751655629139073,1.4108658743633278
BDA39227.1,WP_009543896.1,70.8,212,62,0,1,212,1,212,4.3599999999999994e-104,296.0,212,212,ucyna -> crocosphaera,1.0,1.3962264150943395
BDA39228.1,WP_009543895.1,84.3,210,33,0,1,210,1,210,3.25e-128,357.0,210,210,ucyna -> crocosphaera,1.0,1.7
BDA39229.1,WP_009543894.1,86.6,97,13,0,5,101,3,99,1.4900000000000001e-58,172.0,102,100,ucyna -> crocosphaera,0.9509803921568627,1.7731958762886597
BDA39230.1,WP_009543893.1,88.0,275,33,0,1,275,1,275,3.81e-182,499.0,275,275,ucyna -> crocosphaera,1.0,1.8145454545454545
BDA39231.1,WP_009543892.1,89.1,92,10,0,1,92,1,92,3.9800000000000004e-59,173.0,93,92,ucyna -> crocosphaera,0.989247311827957,1.8804347826086956
BDA39232.1,WP_009543891.1,88.0,117,14,0,1,117,1,117,2.8299999999999998e-74,213.0,120,120,ucyna -> crocosphaera,0.975,1.8205128205128205
BDA39233.1,WP_009543890.1,93.4,241,15,1,1,240,1,241,8.94e-157,432.0,240,241,ucyna -> crocosphaera,1.0,1.7925311203319503
BDA39234.1,WP_009543889.1,92.8,138,10,0,1,138,1,138,2.36e-91,258.0,139,139,ucyna -> crocosphaera,0.9928057553956835,1.8695652173913044
BDA39235.1,WP_009543888.1,70.1,77,23,0,1,77,1,77,2.35e-31,102.0,78,78,ucyna -> crocosphaera,0.9871794871794872,1.3246753246753247
BDA39236.1,WP_009543887.1,82.5,80,14,0,1,80,1,80,1.7e-43,132.0,80,80,ucyna -> crocosphaera,1.0,1.65
BDA39237.1,WP_008275479.1,91.8,122,10,0,1,122,1,122,4.32e-79,226.0,122,122,ucyna -> crocosphaera,1.0,1.8524590163934427
BDA39238.1,WP_009543886.1,76.3,114,27,0,1,114,1,114,4.94e-61,179.0,114,115,ucyna -> crocosphaera,0.991304347826087,1.5701754385964912
BDA39239.1,WP_009543885.1,90.6,181,17,0,1,181,1,181,4e-117,327.0,181,181,ucyna -> crocosphaera,1.0,1.8066298342541436
BDA39240.1,WP_009543884.1,90.2,133,13,0,1,133,1,133,9.41e-86,243.0,133,133,ucyna -> crocosphaera,1.0,1.8270676691729324
BDA39241.1,WP_009543883.1,78.8,179,38,0,1,179,1,179,7.78e-98,278.0,179,179,ucyna -> crocosphaera,1.0,1.553072625698324
BDA39242.1,WP_009543882.1,80.8,120,23,0,1,120,1,120,4.65e-64,187.0,120,120,ucyna -> crocosphaera,1.0,1.5583333333333333
BDA39243.1,WP_009543881.1,90.1,172,17,0,1,172,1,172,9.83e-105,295.0,173,173,ucyna -> crocosphaera,0.9942196531791907,1.7151162790697674
BDA39244.1,WP_009543880.1,76.2,151,36,0,1,151,1,151,2.21e-79,229.0,154,158,ucyna -> crocosphaera,0.9556962025316456,1.5165562913907285
BDA39245.1,WP_009543879.1,93.2,438,30,0,1,438,1,438,7.29e-285,772.0,438,438,ucyna -> crocosphaera,1.0,1.7625570776255708
BDA39246.1,WP_009543878.1,76.3,186,44,0,1,186,1,186,3.64e-99,282.0,193,186,ucyna -> crocosphaera,0.9637305699481865,1.5161290322580645
BDA39247.1,WP_007306424.1,98.7,75,1,0,1,75,1,75,4.79e-50,149.0,75,76,ucyna -> crocosphaera,0.9868421052631579,1.9866666666666666
BDA39249.1,WP_009543877.1,91.3,127,11,0,1,127,1,127,3.1000000000000005e-79,226.0,127,127,ucyna -> crocosphaera,1.0,1.779527559055118
BDA39250.1,WP_041231990.1,97.6,124,3,0,7,130,12,135,1.1699999999999999e-81,233.0,130,135,ucyna -> crocosphaera,0.9185185185185185,1.8790322580645162
BDA39251.1,WP_009543875.1,89.1,313,34,0,1,313,1,313,3.6e-195,535.0,314,314,ucyna -> crocosphaera,0.9968152866242038,1.70926517571885
BDA39252.1,WP_009543874.1,88.8,116,13,0,1,116,1,116,2.1799999999999998e-67,196.0,116,116,ucyna -> crocosphaera,1.0,1.6896551724137931
BDA39253.1,WP_009543873.1,67.4,267,87,0,6,272,5,271,4.89e-136,383.0,281,286,ucyna -> crocosphaera,0.9335664335664335,1.4344569288389513
BDA39254.1,WP_009543872.1,83.4,151,25,0,1,151,1,151,5.15e-94,266.0,151,151,ucyna -> crocosphaera,1.0,1.7615894039735098
BDA39255.1,WP_009543871.1,80.9,136,26,0,1,136,2,137,1.53e-79,228.0,136,137,ucyna -> crocosphaera,0.9927007299270073,1.6764705882352942
BDA39257.1,WP_009543869.1,83.9,367,59,0,1,367,1,367,1.5e-214,588.0,367,369,ucyna -> crocosphaera,0.994579945799458,1.6021798365122615
BDA39258.1,WP_009543843.1,52.6,333,158,0,6,338,20,352,4.9e-133,380.0,344,356,ucyna -> crocosphaera,0.9353932584269663,1.1411411411411412
BDA39259.1,WP_009543847.1,66.0,200,68,0,60,259,37,236,9.89e-102,293.0,259,236,ucyna -> crocosphaera,0.7722007722007722,1.465
BDA39260.1,WP_009543848.1,63.9,144,52,0,10,153,8,151,5.94e-64,190.0,159,156,ucyna -> crocosphaera,0.9056603773584906,1.3194444444444444
BDA39261.1,WP_009543851.1,78.2,308,67,0,1,308,1,308,2.21e-186,513.0,322,312,ucyna -> crocosphaera,0.9565217391304348,1.6655844155844155
BDA39262.1,WP_012361749.1,37.5,499,256,9,1,459,1,483,1.4399999999999998e-69,226.0,459,483,ucyna -> crocosphaera,1.0331262939958592,0.4529058116232465
BDA39263.1,WP_009545704.1,49.7,179,89,1,14,192,8,185,1.6099999999999998e-52,164.0,204,185,ucyna -> crocosphaera,0.8774509803921569,0.9162011173184358
BDA39264.1,WP_009547373.1,69.5,453,138,0,1,453,1,453,2.95e-218,605.0,458,461,ucyna -> crocosphaera,0.982646420824295,1.335540838852097
BDA39265.1,WP_009546996.1,62.3,154,58,0,1,154,1,154,3.9500000000000004e-65,193.0,154,154,ucyna -> crocosphaera,1.0,1.2532467532467533
BDA39266.1,WP_009544509.1,79.7,444,90,0,1,444,3,446,5.450000000000001e-271,738.0,447,448,ucyna -> crocosphaera,0.9910714285714286,1.662162162162162
BDA39267.1,WP_009544513.1,64.5,524,185,1,3,526,8,530,3.4300000000000003e-248,687.0,526,535,ucyna -> crocosphaera,0.9794392523364486,1.3110687022900764
BDA39268.1,WP_009545113.1,55.8,389,171,1,76,463,236,624,9.95e-142,417.0,465,626,ucyna -> crocosphaera,0.6214057507987221,1.0719794344473008
BDA39269.1,WP_009545109.1,80.7,57,11,0,1,57,1,57,1.32e-26,88.6,58,58,ucyna -> crocosphaera,0.9827586206896551,1.5543859649122806
BDA39270.1,WP_009545107.1,59.2,157,64,0,1,157,1,157,3.1199999999999997e-62,186.0,161,157,ucyna -> crocosphaera,0.9751552795031055,1.1847133757961783
BDA39271.1,WP_009546056.1,67.1,85,27,1,1,84,1,85,1.69e-36,115.0,84,85,ucyna -> crocosphaera,1.0,1.3529411764705883
BDA39272.1,WP_009546057.1,41.0,100,59,0,161,260,210,309,5.58e-18,79.0,261,310,ucyna -> crocosphaera,0.3225806451612903,0.79
BDA39273.1,WP_009547089.1,38.2,76,47,0,1,76,1,76,1.35e-15,62.8,79,98,ucyna -> crocosphaera,0.7755102040816326,0.8263157894736842
BDA39274.1,WP_009547756.1,67.9,81,26,0,1,81,1,81,5.8e-38,119.0,81,94,ucyna -> crocosphaera,0.8617021276595744,1.4691358024691359
BDA39275.1,WP_009546058.1,100.0,38,0,0,1,38,1,38,1.52e-17,65.5,55,54,ucyna -> crocosphaera,0.6909090909090909,1.7236842105263157
BDA39276.1,WP_009545799.1,71.8,531,150,0,1,531,1,531,1.51e-266,734.0,531,532,ucyna -> crocosphaera,0.9981203007518797,1.3822975517890772
BDA39277.1,WP_009547474.1,73.5,430,107,2,11,433,6,435,6.879999999999999e-234,643.0,439,435,ucyna -> crocosphaera,0.979498861047836,1.4953488372093022
BDA39278.1,WP_009547475.1,61.6,73,28,0,3,75,1,73,3.8800000000000004e-35,111.0,81,76,ucyna -> crocosphaera,0.9012345679012346,1.5205479452054795
BDA39279.1,WP_009544615.1,83.8,154,25,0,5,158,9,162,9.93e-94,266.0,158,162,ucyna -> crocosphaera,0.9506172839506173,1.7272727272727273
BDA39280.1,WP_009544611.1,74.7,83,21,0,4,86,2,84,1.47e-44,135.0,86,84,ucyna -> crocosphaera,0.9651162790697675,1.6265060240963856
BDA39281.1,WP_009544608.1,71.8,348,96,1,1,346,1,348,8.95e-187,516.0,346,348,ucyna -> crocosphaera,1.0,1.4827586206896552
BDA39282.1,WP_009544597.1,66.8,217,72,0,1,217,1,217,2.64e-103,295.0,217,218,ucyna -> crocosphaera,0.9954128440366973,1.359447004608295
BDA39283.1,WP_009544595.1,57.3,316,135,0,1,316,2,317,9.539999999999999e-131,372.0,318,324,ucyna -> crocosphaera,0.9753086419753086,1.1772151898734178
BDA39284.1,WP_009545216.1,55.3,114,51,0,1,114,1,114,3.48e-41,129.0,116,116,ucyna -> crocosphaera,0.9827586206896551,1.131578947368421
BDA39285.1,WP_009545215.1,82.5,503,87,1,1,503,1,502,5.91e-296,806.0,503,502,ucyna -> crocosphaera,1.0,1.6023856858846919
BDA39286.1,WP_009545214.1,87.1,116,15,0,1,116,1,116,3.62e-71,205.0,117,117,ucyna -> crocosphaera,0.9914529914529915,1.7672413793103448
BDA39287.1,WP_009547596.1,81.3,155,29,0,1,155,1,155,2.48e-87,249.0,155,155,ucyna -> crocosphaera,1.0,1.6064516129032258
BDA39288.1,WP_009547385.1,78.8,664,132,2,1,655,1,664,0.0,1074.0,657,664,ucyna -> crocosphaera,1.0,1.6174698795180722
BDA39289.1,WP_009545962.1,55.0,351,113,4,188,494,324,673,6.82e-113,345.0,494,673,ucyna -> crocosphaera,0.5215453194650818,0.9829059829059829
BDA39290.1,WP_009545960.1,70.1,374,110,2,2,375,3,374,8.4e-192,532.0,378,381,ucyna -> crocosphaera,0.9816272965879265,1.4224598930481283
BDA39291.1,WP_009545951.1,71.8,490,138,0,1,490,1,490,4.64e-261,716.0,490,490,ucyna -> crocosphaera,1.0,1.4612244897959183
BDA39292.1,WP_024750240.1,77.1,673,153,1,1,673,1,672,0.0,929.0,673,672,ucyna -> crocosphaera,1.0,1.3803863298662704
BDA39293.1,WP_024750321.1,45.5,253,93,6,42,254,38,285,5.39e-59,193.0,364,395,ucyna -> crocosphaera,0.640506329113924,0.7628458498023716
BDA39294.1,WP_009544680.1,65.3,216,75,0,1,216,1,216,1.59e-101,290.0,216,216,ucyna -> crocosphaera,1.0,1.3425925925925926
BDA39295.1,WP_009545489.1,96.9,97,2,1,1,96,1,97,2.4e-64,186.0,96,97,ucyna -> crocosphaera,1.0,1.9175257731958764
BDA39296.1,WP_009546608.1,74.5,385,98,0,1,385,1,385,1.77e-215,592.0,386,386,ucyna -> crocosphaera,0.9974093264248705,1.5376623376623377
BDA39297.1,WP_009546609.1,60.2,608,228,5,1,594,1,608,1.16e-248,694.0,595,608,ucyna -> crocosphaera,1.0,1.1414473684210527
BDA39298.1,WP_009546610.1,67.1,517,170,0,1,517,1,517,5.31e-263,724.0,519,519,ucyna -> crocosphaera,0.9961464354527938,1.4003868471953578
BDA39299.1,WP_009544687.1,73.9,314,82,0,1,314,1,314,1.02e-164,458.0,314,314,ucyna -> crocosphaera,1.0,1.4585987261146496
BDA39300.1,WP_009545657.1,64.5,815,283,3,1,811,1,813,0.0,1096.0,812,815,ucyna -> crocosphaera,1.0,1.3447852760736196
BDA39301.1,WP_009544238.1,65.8,225,77,0,1,225,1,225,2.2800000000000003e-110,313.0,225,225,ucyna -> crocosphaera,1.0,1.3911111111111112
BDA39303.1,WP_009545025.1,55.3,349,156,0,1,349,1,349,7.610000000000001e-124,357.0,349,357,ucyna -> crocosphaera,0.9775910364145658,1.0229226361031518
BDA39304.1,WP_009543225.1,87.8,263,32,0,1,263,1,263,8.06e-162,446.0,263,263,ucyna -> crocosphaera,1.0,1.6958174904942966
BDA39305.1,WP_009543744.1,54.7,190,83,1,1,187,1,190,7.28e-58,177.0,187,190,ucyna -> crocosphaera,1.0,0.9315789473684211
BDA39306.1,WP_009544860.1,67.0,91,30,0,1,91,1,91,8.329999999999999e-40,124.0,91,91,ucyna -> crocosphaera,1.0,1.3626373626373627
BDA39307.1,WP_009544866.1,57.4,585,249,0,1,585,1,585,3.08e-214,605.0,586,588,ucyna -> crocosphaera,0.9948979591836735,1.0341880341880343
BDA39308.1,WP_009547002.1,63.3,376,138,0,1,376,1,376,1.05e-176,493.0,376,376,ucyna -> crocosphaera,1.0,1.3111702127659575
BDA39309.1,WP_009546880.1,69.5,82,25,0,2,83,3,84,1.97e-35,112.0,84,85,ucyna -> crocosphaera,0.9647058823529412,1.3658536585365855
BDA39310.1,WP_009546881.1,70.5,95,28,0,1,95,1,95,1.3500000000000002e-43,134.0,95,99,ucyna -> crocosphaera,0.9595959595959596,1.4105263157894736
BDA39311.1,WP_009544392.1,55.2,330,131,3,1,317,1,326,4.4600000000000006e-117,338.0,317,326,ucyna -> crocosphaera,1.0122699386503067,1.0242424242424242
BDA39312.1,WP_009547049.1,77.1,315,72,0,2,316,3,317,3.4e-181,500.0,317,318,ucyna -> crocosphaera,0.9905660377358491,1.5873015873015872
BDA39313.1,WP_009547048.1,63.4,164,60,0,1,164,1,164,3.67e-72,212.0,169,166,ucyna -> crocosphaera,0.9704142011834319,1.2926829268292683
BDA39314.1,WP_009547047.1,67.7,127,41,0,1,127,17,143,2.2900000000000003e-58,174.0,128,147,ucyna -> crocosphaera,0.8639455782312925,1.3700787401574803
BDA39315.1,WP_024750284.1,67.2,1009,331,0,1,1009,1,1009,0.0,1423.0,1010,1024,ucyna -> crocosphaera,0.9853515625,1.4103072348860257
BDA39316.1,WP_009545461.1,48.7,39,20,0,1,39,1,39,2.27e-08,44.3,41,352,ucyna -> crocosphaera,0.11079545454545454,1.1358974358974359
BDA39317.1,WP_009545461.1,80.6,278,54,0,3,280,66,343,1.07e-162,453.0,282,352,ucyna -> crocosphaera,0.7897727272727273,1.629496402877698
BDA39318.1,WP_009545457.1,77.2,272,62,0,1,272,1,272,3.8e-153,425.0,272,272,ucyna -> crocosphaera,1.0,1.5625
